X1,X2,X3,X4,X5,X6,X7,X8,Y2,VAL
0.98,514.50,294.00,110.25,7.00,5,0.25,3,30.19,1.0
0.90,563.50,318.50,122.50,7.00,2,0.25,3,36.35,1.0
0.90,563.50,318.50,122.50,7.00,3,0.25,3,35.10,1.0
0.90,563.50,318.50,122.50,7.00,4,0.25,3,32.83,1.0
0.90,563.50,318.50,122.50,7.00,5,0.25,3,32.46,1.0
0.86,588.00,294.00,147.00,7.00,2,0.25,3,33.52,1.0
0.86,588.00,294.00,147.00,7.00,3,0.25,3,32.93,1.0
0.86,588.00,294.00,147.00,7.00,4,0.25,3,28.38,1.0
0.86,588.00,294.00,147.00,7.00,5,0.25,3,29.82,1.0
0.82,612.50,318.50,147.00,7.00,2,0.25,3,28.77,1.0
0.82,612.50,318.50,147.00,7.00,3,0.25,3,27.76,1.0
0.82,612.50,318.50,147.00,7.00,4,0.25,3,26.95,1.0
0.82,612.50,318.50,147.00,7.00,5,0.25,3,26.41,1.0
0.79,637.00,343.00,147.00,7.00,2,0.25,3,45.13,1.0
0.79,637.00,343.00,147.00,7.00,3,0.25,3,43.66,1.0
0.79,637.00,343.00,147.00,7.00,4,0.25,3,37.76,1.0
0.79,637.00,343.00,147.00,7.00,5,0.25,3,36.87,1.0
0.76,661.50,416.50,122.50,7.00,2,0.25,3,36.07,1.0
0.76,661.50,416.50,122.50,7.00,3,0.25,3,36.44,1.0
0.76,661.50,416.50,122.50,7.00,4,0.25,3,37.28,1.0
0.76,661.50,416.50,122.50,7.00,5,0.25,3,37.29,1.0
0.74,686.00,245.00,220.50,3.50,2,0.25,3,14.49,1.0
0.74,686.00,245.00,220.50,3.50,3,0.25,3,13.79,1.0
0.74,686.00,245.00,220.50,3.50,4,0.25,3,14.72,1.0
0.74,686.00,245.00,220.50,3.50,5,0.25,3,14.76,1.0
0.71,710.50,269.50,220.50,3.50,2,0.25,3,14.92,1.0
0.71,710.50,269.50,220.50,3.50,3,0.25,3,14.74,1.0
0.71,710.50,269.50,220.50,3.50,4,0.25,3,15.57,1.0
0.71,710.50,269.50,220.50,3.50,5,0.25,3,14.94,1.0
0.69,735.00,294.00,220.50,3.50,2,0.25,3,14.92,1.0
0.69,735.00,294.00,220.50,3.50,3,0.25,3,14.38,1.0
0.69,735.00,294.00,220.50,3.50,4,0.25,3,15.44,1.0
0.69,735.00,294.00,220.50,3.50,5,0.25,3,15.17,1.0
0.66,759.50,318.50,220.50,3.50,2,0.25,3,15.53,1.0
0.66,759.50,318.50,220.50,3.50,3,0.25,3,15.80,1.0
0.66,759.50,318.50,220.50,3.50,4,0.25,3,16.14,1.0
0.66,759.50,318.50,220.50,3.50,5,0.25,3,16.26,1.0
0.64,784.00,343.00,220.50,3.50,2,0.25,3,19.87,1.0
0.64,784.00,343.00,220.50,3.50,3,0.25,3,20.03,1.0
0.64,784.00,343.00,220.50,3.50,4,0.25,3,20.46,1.0
0.64,784.00,343.00,220.50,3.50,5,0.25,3,20.28,1.0
0.62,808.50,367.50,220.50,3.50,2,0.25,3,14.89,1.0
0.62,808.50,367.50,220.50,3.50,3,0.25,3,14.96,1.0
0.62,808.50,367.50,220.50,3.50,4,0.25,3,14.89,1.0
0.62,808.50,367.50,220.50,3.50,5,0.25,3,14.35,1.0
0.98,514.50,294.00,110.25,7.00,2,0.25,4,29.61,1.0
0.98,514.50,294.00,110.25,7.00,3,0.25,4,29.59,1.0
0.98,514.50,294.00,110.25,7.00,4,0.25,4,30.19,1.0
0.98,514.50,294.00,110.25,7.00,5,0.25,4,30.12,1.0
0.90,563.50,318.50,122.50,7.00,2,0.25,4,32.12,1.0
0.90,563.50,318.50,122.50,7.00,3,0.25,4,37.12,1.0
0.90,563.50,318.50,122.50,7.00,4,0.25,4,36.16,1.0
0.90,563.50,318.50,122.50,7.00,5,0.25,4,33.16,1.0
0.86,588.00,294.00,147.00,7.00,2,0.25,4,29.45,1.0
0.86,588.00,294.00,147.00,7.00,3,0.25,4,34.19,1.0
0.86,588.00,294.00,147.00,7.00,4,0.25,4,33.93,1.0
0.86,588.00,294.00,147.00,7.00,5,0.25,4,28.31,1.0
0.82,612.50,318.50,147.00,7.00,2,0.25,4,26.30,1.0
0.82,612.50,318.50,147.00,7.00,3,0.25,4,29.43,1.0
0.82,612.50,318.50,147.00,7.00,4,0.25,4,28.76,1.0
0.82,612.50,318.50,147.00,7.00,5,0.25,4,27.34,1.0
0.79,637.00,343.00,147.00,7.00,2,0.25,4,36.26,1.0
0.79,637.00,343.00,147.00,7.00,3,0.25,4,45.48,1.0
0.79,637.00,343.00,147.00,7.00,4,0.25,4,44.16,1.0
0.79,637.00,343.00,147.00,7.00,5,0.25,4,37.26,1.0
0.76,661.50,416.50,122.50,7.00,2,0.25,4,37.20,1.0
0.76,661.50,416.50,122.50,7.00,3,0.25,4,36.76,1.0
0.76,661.50,416.50,122.50,7.00,4,0.25,4,37.05,1.0
0.76,661.50,416.50,122.50,7.00,5,0.25,4,37.51,1.0
0.74,686.00,245.00,220.50,3.50,2,0.25,4,14.92,1.0
0.74,686.00,245.00,220.50,3.50,3,0.25,4,15.24,1.0
0.74,686.00,245.00,220.50,3.50,4,0.25,4,15.03,1.0
0.74,686.00,245.00,220.50,3.50,5,0.25,4,15.35,1.0
0.71,710.50,269.50,220.50,3.50,2,0.25,4,14.67,1.0
0.71,710.50,269.50,220.50,3.50,3,0.25,4,15.09,1.0
0.71,710.50,269.50,220.50,3.50,4,0.25,4,15.20,1.0
0.71,710.50,269.50,220.50,3.50,5,0.25,4,15.64,1.0
0.69,735.00,294.00,220.50,3.50,2,0.25,4,15.37,1.0
0.69,735.00,294.00,220.50,3.50,3,0.25,4,15.73,1.0
0.69,735.00,294.00,220.50,3.50,4,0.25,4,15.83,1.0
0.69,735.00,294.00,220.50,3.50,5,0.25,4,16.13,1.0
0.66,759.50,318.50,220.50,3.50,2,0.25,4,15.95,1.0
0.66,759.50,318.50,220.50,3.50,3,0.25,4,15.59,1.0
0.66,759.50,318.50,220.50,3.50,4,0.25,4,16.17,1.0
0.66,759.50,318.50,220.50,3.50,5,0.25,4,16.14,1.0
0.64,784.00,343.00,220.50,3.50,2,0.25,4,19.65,1.0
0.64,784.00,343.00,220.50,3.50,3,0.25,4,19.76,1.0
0.64,784.00,343.00,220.50,3.50,4,0.25,4,20.37,1.0
0.64,784.00,343.00,220.50,3.50,5,0.25,4,19.90,1.0
0.62,808.50,367.50,220.50,3.50,2,0.25,4,15.41,1.0
0.62,808.50,367.50,220.50,3.50,3,0.25,4,15.56,1.0
0.62,808.50,367.50,220.50,3.50,4,0.25,4,15.07,1.0
0.62,808.50,367.50,220.50,3.50,5,0.25,4,15.38,1.0
0.98,514.50,294.00,110.25,7.00,2,0.25,5,29.53,1.0
0.98,514.50,294.00,110.25,7.00,3,0.25,5,29.77,1.0
0.98,514.50,294.00,110.25,7.00,4,0.25,5,30.00,1.0
0.98,514.50,294.00,110.25,7.00,5,0.25,5,30.20,1.0
0.90,563.50,318.50,122.50,7.00,2,0.25,5,32.25,1.0
0.90,563.50,318.50,122.50,7.00,3,0.25,5,32.00,1.0
0.90,563.50,318.50,122.50,7.00,4,0.25,5,37.19,1.0
0.90,563.50,318.50,122.50,7.00,5,0.25,5,35.62,1.0
0.86,588.00,294.00,147.00,7.00,2,0.25,5,28.02,1.0
0.86,588.00,294.00,147.00,7.00,3,0.25,5,29.43,1.0
0.86,588.00,294.00,147.00,7.00,4,0.25,5,34.15,1.0
0.86,588.00,294.00,147.00,7.00,5,0.25,5,33.47,1.0
0.82,612.50,318.50,147.00,7.00,2,0.25,5,26.53,1.0
0.82,612.50,318.50,147.00,7.00,3,0.25,5,26.08,1.0
0.82,612.50,318.50,147.00,7.00,4,0.25,5,29.31,1.0
0.82,612.50,318.50,147.00,7.00,5,0.25,5,28.14,1.0
0.79,637.00,343.00,147.00,7.00,2,0.25,5,37.54,1.0
0.79,637.00,343.00,147.00,7.00,3,0.25,5,36.66,1.0
0.79,637.00,343.00,147.00,7.00,4,0.25,5,45.28,1.0
0.79,637.00,343.00,147.00,7.00,5,0.25,5,43.73,1.0
0.76,661.50,416.50,122.50,7.00,2,0.25,5,36.93,1.0
0.76,661.50,416.50,122.50,7.00,3,0.25,5,37.01,1.0
0.76,661.50,416.50,122.50,7.00,4,0.25,5,35.73,1.0
0.76,661.50,416.50,122.50,7.00,5,0.25,5,36.15,1.0
0.74,686.00,245.00,220.50,3.50,2,0.25,5,14.48,1.0
0.74,686.00,245.00,220.50,3.50,3,0.25,5,14.58,1.0
0.74,686.00,245.00,220.50,3.50,4,0.25,5,14.81,1.0
0.74,686.00,245.00,220.50,3.50,5,0.25,5,14.03,1.0
0.71,710.50,269.50,220.50,3.50,2,0.25,5,15.27,1.0
0.71,710.50,269.50,220.50,3.50,3,0.25,5,14.71,1.0
0.71,710.50,269.50,220.50,3.50,4,0.25,5,15.23,1.0
0.71,710.50,269.50,220.50,3.50,5,0.25,5,14.97,1.0
0.69,735.00,294.00,220.50,3.50,2,0.25,5,15.14,1.0
0.69,735.00,294.00,220.50,3.50,3,0.25,5,14.97,1.0
0.69,735.00,294.00,220.50,3.50,4,0.25,5,15.22,1.0
0.69,735.00,294.00,220.50,3.50,5,0.25,5,14.60,1.0
0.66,759.50,318.50,220.50,3.50,2,0.25,5,15.83,1.0
0.66,759.50,318.50,220.50,3.50,3,0.25,5,16.03,1.0
0.66,759.50,318.50,220.50,3.50,4,0.25,5,15.80,1.0
0.66,759.50,318.50,220.50,3.50,5,0.25,5,16.06,1.0
0.64,784.00,343.00,220.50,3.50,2,0.25,5,20.13,1.0
0.64,784.00,343.00,220.50,3.50,3,0.25,5,20.01,1.0
0.64,784.00,343.00,220.50,3.50,4,0.25,5,20.19,1.0
0.64,784.00,343.00,220.50,3.50,5,0.25,5,20.29,1.0
0.62,808.50,367.50,220.50,3.50,2,0.25,5,15.19,1.0
0.62,808.50,367.50,220.50,3.50,3,0.25,5,14.61,1.0
0.62,808.50,367.50,220.50,3.50,4,0.25,5,14.61,1.0
0.62,808.50,367.50,220.50,3.50,5,0.25,5,14.75,1.0
0.98,514.50,294.00,110.25,7.00,2,0.40,1,33.37,1.0
0.98,514.50,294.00,110.25,7.00,3,0.40,1,33.34,1.0
0.98,514.50,294.00,110.25,7.00,4,0.40,1,32.83,1.0
0.98,514.50,294.00,110.25,7.00,5,0.40,1,33.04,1.0
0.90,563.50,318.50,122.50,7.00,2,0.40,1,39.28,1.0
0.90,563.50,318.50,122.50,7.00,3,0.40,1,36.38,1.0
0.90,563.50,318.50,122.50,7.00,4,0.40,1,35.92,1.0
0.90,563.50,318.50,122.50,7.00,5,0.40,1,40.99,1.0
0.86,588.00,294.00,147.00,7.00,2,0.40,1,35.99,1.0
0.86,588.00,294.00,147.00,7.00,3,0.40,1,30.66,1.0
0.86,588.00,294.00,147.00,7.00,4,0.40,1,31.70,1.0
0.86,588.00,294.00,147.00,7.00,5,0.40,1,36.73,1.0
0.82,612.50,318.50,147.00,7.00,2,0.40,1,31.71,1.0
0.82,612.50,318.50,147.00,7.00,3,0.40,1,29.13,1.0
0.82,612.50,318.50,147.00,7.00,4,0.40,1,28.99,1.0
0.82,612.50,318.50,147.00,7.00,5,0.40,1,33.54,1.0
0.79,637.00,343.00,147.00,7.00,2,0.40,1,45.29,1.0
0.79,637.00,343.00,147.00,7.00,3,0.40,1,39.07,1.0
0.79,637.00,343.00,147.00,7.00,4,0.40,1,38.35,1.0
0.79,637.00,343.00,147.00,7.00,5,0.40,1,46.94,1.0
0.76,661.50,416.50,122.50,7.00,2,0.40,1,39.55,1.0
0.76,661.50,416.50,122.50,7.00,3,0.40,1,40.85,1.0
0.76,661.50,416.50,122.50,7.00,4,0.40,1,40.63,1.0
0.76,661.50,416.50,122.50,7.00,5,0.40,1,39.48,1.0
0.74,686.00,245.00,220.50,3.50,2,0.40,1,16.94,1.0
0.74,686.00,245.00,220.50,3.50,3,0.40,1,17.25,1.0
0.74,686.00,245.00,220.50,3.50,4,0.40,1,17.03,1.0
0.74,686.00,245.00,220.50,3.50,5,0.40,1,17.25,1.0
0.71,710.50,269.50,220.50,3.50,2,0.40,1,17.10,1.0
0.71,710.50,269.50,220.50,3.50,3,0.40,1,17.51,1.0
0.71,710.50,269.50,220.50,3.50,4,0.40,1,17.12,1.0
0.71,710.50,269.50,220.50,3.50,5,0.40,1,17.47,1.0
0.69,735.00,294.00,220.50,3.50,2,0.40,1,16.50,1.0
0.69,735.00,294.00,220.50,3.50,3,0.40,1,17.00,1.0
0.69,735.00,294.00,220.50,3.50,4,0.40,1,16.87,1.0
0.69,735.00,294.00,220.50,3.50,5,0.40,1,17.20,1.0
0.66,759.50,318.50,220.50,3.50,2,0.40,1,18.14,1.0
0.66,759.50,318.50,220.50,3.50,3,0.40,1,18.03,1.0
0.66,759.50,318.50,220.50,3.50,4,0.40,1,18.14,1.0
0.66,759.50,318.50,220.50,3.50,5,0.40,1,17.95,1.0
0.64,784.00,343.00,220.50,3.50,2,0.40,1,22.72,1.0
0.64,784.00,343.00,220.50,3.50,3,0.40,1,22.73,1.0
0.64,784.00,343.00,220.50,3.50,4,0.40,1,22.72,1.0
0.64,784.00,343.00,220.50,3.50,5,0.40,1,22.53,1.0
0.62,808.50,367.50,220.50,3.50,2,0.40,1,17.20,1.0
0.62,808.50,367.50,220.50,3.50,3,0.40,1,17.21,1.0
0.62,808.50,367.50,220.50,3.50,4,0.40,1,17.15,1.0
0.62,808.50,367.50,220.50,3.50,5,0.40,1,17.20,1.0
0.98,514.50,294.00,110.25,7.00,2,0.40,2,32.96,1.0
0.98,514.50,294.00,110.25,7.00,3,0.40,2,33.13,1.0
0.98,514.50,294.00,110.25,7.00,4,0.40,2,33.94,1.0
0.98,514.50,294.00,110.25,7.00,5,0.40,2,33.78,1.0
0.90,563.50,318.50,122.50,7.00,2,0.40,2,38.35,1.0
0.90,563.50,318.50,122.50,7.00,3,0.40,2,35.39,1.0
0.90,563.50,318.50,122.50,7.00,4,0.40,2,34.94,1.0
0.90,563.50,318.50,122.50,7.00,5,0.40,2,40.66,1.0
0.86,588.00,294.00,147.00,7.00,2,0.40,2,35.48,1.0
0.86,588.00,294.00,147.00,7.00,3,0.40,2,30.53,1.0
0.86,588.00,294.00,147.00,7.00,4,0.40,2,32.28,1.0
0.86,588.00,294.00,147.00,7.00,5,0.40,2,36.86,1.0
0.82,612.50,318.50,147.00,7.00,2,0.40,2,30.34,1.0
0.82,612.50,318.50,147.00,7.00,3,0.40,2,27.93,1.0
0.82,612.50,318.50,147.00,7.00,4,0.40,2,28.95,1.0
0.82,612.50,318.50,147.00,7.00,5,0.40,2,32.92,1.0
0.79,637.00,343.00,147.00,7.00,2,0.40,2,45.59,1.0
0.79,637.00,343.00,147.00,7.00,3,0.40,2,39.41,1.0
0.79,637.00,343.00,147.00,7.00,4,0.40,2,38.84,1.0
0.79,637.00,343.00,147.00,7.00,5,0.40,2,48.03,1.0
0.76,661.50,416.50,122.50,7.00,2,0.40,2,39.48,1.0
0.76,661.50,416.50,122.50,7.00,3,0.40,2,40.40,1.0
0.76,661.50,416.50,122.50,7.00,4,0.40,2,40.47,1.0
0.76,661.50,416.50,122.50,7.00,5,0.40,2,39.70,1.0
0.74,686.00,245.00,220.50,3.50,2,0.40,2,16.43,1.0
0.74,686.00,245.00,220.50,3.50,3,0.40,2,16.93,1.0
0.74,686.00,245.00,220.50,3.50,4,0.40,2,16.99,1.0
0.74,686.00,245.00,220.50,3.50,5,0.40,2,17.03,1.0
0.71,710.50,269.50,220.50,3.50,2,0.40,2,16.77,1.0
0.71,710.50,269.50,220.50,3.50,3,0.40,2,17.37,1.0
0.71,710.50,269.50,220.50,3.50,4,0.40,2,17.27,1.0
0.71,710.50,269.50,220.50,3.50,5,0.40,2,17.51,1.0
0.69,735.00,294.00,220.50,3.50,2,0.40,2,16.44,1.0
0.69,735.00,294.00,220.50,3.50,3,0.40,2,17.01,1.0
0.69,735.00,294.00,220.50,3.50,4,0.40,2,17.23,1.0
0.69,735.00,294.00,220.50,3.50,5,0.40,2,17.22,1.0
0.66,759.50,318.50,220.50,3.50,2,0.40,2,17.85,1.0
0.66,759.50,318.50,220.50,3.50,3,0.40,2,17.89,1.0
0.66,759.50,318.50,220.50,3.50,4,0.40,2,18.36,1.0
0.66,759.50,318.50,220.50,3.50,5,0.40,2,18.15,1.0
0.64,784.00,343.00,220.50,3.50,2,0.40,2,21.72,1.0
0.64,784.00,343.00,220.50,3.50,3,0.40,2,22.07,1.0
0.64,784.00,343.00,220.50,3.50,4,0.40,2,22.09,1.0
0.64,784.00,343.00,220.50,3.50,5,0.40,2,21.93,1.0
0.62,808.50,367.50,220.50,3.50,2,0.40,2,17.36,1.0
0.62,808.50,367.50,220.50,3.50,3,0.40,2,17.38,1.0
0.62,808.50,367.50,220.50,3.50,4,0.40,2,16.86,1.0
0.62,808.50,367.50,220.50,3.50,5,0.40,2,16.99,1.0
0.98,514.50,294.00,110.25,7.00,2,0.40,3,32.78,1.0
0.98,514.50,294.00,110.25,7.00,3,0.40,3,33.24,1.0
0.98,514.50,294.00,110.25,7.00,4,0.40,3,33.86,1.0
0.98,514.50,294.00,110.25,7.00,5,0.40,3,34.00,1.0
0.90,563.50,318.50,122.50,7.00,2,0.40,3,37.26,1.0
0.90,563.50,318.50,122.50,7.00,3,0.40,3,35.04,1.0
0.90,563.50,318.50,122.50,7.00,4,0.40,3,33.82,1.0
0.90,563.50,318.50,122.50,7.00,5,0.40,3,33.31,1.0
0.86,588.00,294.00,147.00,7.00,2,0.40,3,35.22,1.0
0.86,588.00,294.00,147.00,7.00,3,0.40,3,34.70,1.0
0.86,588.00,294.00,147.00,7.00,4,0.40,3,30.11,1.0
0.86,588.00,294.00,147.00,7.00,5,0.40,3,31.60,1.0
0.82,612.50,318.50,147.00,7.00,2,0.40,3,32.43,1.0
0.82,612.50,318.50,147.00,7.00,3,0.40,3,30.65,1.0
0.82,612.50,318.50,147.00,7.00,4,0.40,3,29.77,1.0
0.82,612.50,318.50,147.00,7.00,5,0.40,3,29.64,1.0
0.79,637.00,343.00,147.00,7.00,2,0.40,3,46.44,1.0
0.79,637.00,343.00,147.00,7.00,3,0.40,3,44.18,1.0
0.79,637.00,343.00,147.00,7.00,4,0.40,3,38.81,1.0
0.79,637.00,343.00,147.00,7.00,5,0.40,3,38.23,1.0
0.76,661.50,416.50,122.50,7.00,2,0.40,3,38.17,1.0
0.76,661.50,416.50,122.50,7.00,3,0.40,3,38.48,1.0
0.76,661.50,416.50,122.50,7.00,4,0.40,3,39.66,1.0
0.76,661.50,416.50,122.50,7.00,5,0.40,3,40.10,1.0
0.74,686.00,245.00,220.50,3.50,2,0.40,3,16.08,1.0
0.74,686.00,245.00,220.50,3.50,3,0.40,3,15.39,1.0
0.74,686.00,245.00,220.50,3.50,4,0.40,3,16.57,1.0
0.74,686.00,245.00,220.50,3.50,5,0.40,3,16.60,1.0
0.71,710.50,269.50,220.50,3.50,2,0.40,3,16.11,1.0
0.71,710.50,269.50,220.50,3.50,3,0.40,3,15.47,1.0
0.71,710.50,269.50,220.50,3.50,4,0.40,3,16.70,1.0
0.71,710.50,269.50,220.50,3.50,5,0.40,3,16.10,1.0
0.69,735.00,294.00,220.50,3.50,2,0.40,3,16.35,1.0
0.69,735.00,294.00,220.50,3.50,3,0.40,3,15.84,1.0
0.69,735.00,294.00,220.50,3.50,4,0.40,3,16.99,1.0
0.69,735.00,294.00,220.50,3.50,5,0.40,3,17.02,1.0
0.66,759.50,318.50,220.50,3.50,2,0.40,3,17.04,1.0
0.66,759.50,318.50,220.50,3.50,3,0.40,3,17.63,1.0
0.66,759.50,318.50,220.50,3.50,4,0.40,3,18.10,1.0
0.66,759.50,318.50,220.50,3.50,5,0.40,3,18.22,1.0
0.64,784.00,343.00,220.50,3.50,2,0.40,3,20.78,1.0
0.64,784.00,343.00,220.50,3.50,3,0.40,3,20.72,1.0
0.64,784.00,343.00,220.50,3.50,4,0.40,3,21.54,1.0
0.64,784.00,343.00,220.50,3.50,5,0.40,3,21.53,1.0
0.62,808.50,367.50,220.50,3.50,2,0.40,3,16.90,1.0
0.62,808.50,367.50,220.50,3.50,3,0.40,3,17.14,1.0
0.62,808.50,367.50,220.50,3.50,4,0.40,3,16.56,1.0
0.62,808.50,367.50,220.50,3.50,5,0.40,3,16.00,1.0
0.98,514.50,294.00,110.25,7.00,2,0.40,4,32.95,1.0
0.98,514.50,294.00,110.25,7.00,3,0.40,4,33.06,1.0
0.98,514.50,294.00,110.25,7.00,4,0.40,4,33.95,1.0
0.98,514.50,294.00,110.25,7.00,5,0.40,4,33.88,1.0
0.90,563.50,318.50,122.50,7.00,2,0.40,4,33.98,1.0
0.90,563.50,318.50,122.50,7.00,3,0.40,4,39.92,1.0
0.90,563.50,318.50,122.50,7.00,4,0.40,4,39.22,1.0
0.90,563.50,318.50,122.50,7.00,5,0.40,4,36.10,1.0
0.86,588.00,294.00,147.00,7.00,2,0.40,4,31.53,1.0
0.86,588.00,294.00,147.00,7.00,3,0.40,4,36.20,1.0
0.86,588.00,294.00,147.00,7.00,4,0.40,4,36.21,1.0
0.86,588.00,294.00,147.00,7.00,5,0.40,4,31.00,1.0
0.82,612.50,318.50,147.00,7.00,2,0.40,4,28.20,1.0
0.82,612.50,318.50,147.00,7.00,3,0.40,4,32.35,1.0
0.82,612.50,318.50,147.00,7.00,4,0.40,4,31.14,1.0
0.82,612.50,318.50,147.00,7.00,5,0.40,4,28.43,1.0
0.79,637.00,343.00,147.00,7.00,2,0.40,4,38.33,1.0
0.79,637.00,343.00,147.00,7.00,3,0.40,4,47.59,1.0
0.79,637.00,343.00,147.00,7.00,4,0.40,4,46.23,1.0
0.79,637.00,343.00,147.00,7.00,5,0.40,4,39.56,1.0
0.76,661.50,416.50,122.50,7.00,2,0.40,4,40.36,1.0
0.76,661.50,416.50,122.50,7.00,3,0.40,4,39.67,1.0
0.76,661.50,416.50,122.50,7.00,4,0.40,4,39.85,1.0
0.76,661.50,416.50,122.50,7.00,5,0.40,4,40.77,1.0
0.74,686.00,245.00,220.50,3.50,2,0.40,4,16.61,1.0
0.74,686.00,245.00,220.50,3.50,3,0.40,4,16.74,1.0
0.74,686.00,245.00,220.50,3.50,4,0.40,4,16.90,1.0
0.74,686.00,245.00,220.50,3.50,5,0.40,4,17.32,1.0
0.71,710.50,269.50,220.50,3.50,2,0.40,4,16.85,1.0
0.71,710.50,269.50,220.50,3.50,3,0.40,4,17.20,1.0
0.71,710.50,269.50,220.50,3.50,4,0.40,4,17.23,1.0
0.71,710.50,269.50,220.50,3.50,5,0.40,4,17.74,1.0
0.69,735.00,294.00,220.50,3.50,2,0.40,4,16.81,1.0
0.69,735.00,294.00,220.50,3.50,3,0.40,4,16.88,1.0
0.69,735.00,294.00,220.50,3.50,4,0.40,4,16.90,1.0
0.69,735.00,294.00,220.50,3.50,5,0.40,4,17.39,1.0
0.66,759.50,318.50,220.50,3.50,2,0.40,4,17.86,1.0
0.66,759.50,318.50,220.50,3.50,3,0.40,4,17.82,1.0
0.66,759.50,318.50,220.50,3.50,4,0.40,4,18.36,1.0
0.66,759.50,318.50,220.50,3.50,5,0.40,4,18.24,1.0
0.64,784.00,343.00,220.50,3.50,2,0.40,4,21.68,1.0
0.64,784.00,343.00,220.50,3.50,3,0.40,4,21.54,1.0
0.64,784.00,343.00,220.50,3.50,4,0.40,4,22.25,1.0
0.64,784.00,343.00,220.50,3.50,5,0.40,4,22.49,1.0
0.62,808.50,367.50,220.50,3.50,2,0.40,4,17.10,1.0
0.62,808.50,367.50,220.50,3.50,3,0.40,4,16.79,1.0
0.62,808.50,367.50,220.50,3.50,4,0.40,4,16.58,1.0
0.62,808.50,367.50,220.50,3.50,5,0.40,4,16.79,1.0
0.98,514.50,294.00,110.25,7.00,2,0.40,5,32.88,1.0
0.98,514.50,294.00,110.25,7.00,3,0.40,5,33.23,1.0
0.98,514.50,294.00,110.25,7.00,4,0.40,5,33.76,1.0
0.98,514.50,294.00,110.25,7.00,5,0.40,5,34.01,1.0
0.90,563.50,318.50,122.50,7.00,2,0.40,5,33.94,1.0
0.90,563.50,318.50,122.50,7.00,3,0.40,5,33.14,1.0
0.90,563.50,318.50,122.50,7.00,4,0.40,5,38.79,1.0
0.90,563.50,318.50,122.50,7.00,5,0.40,5,37.27,1.0
0.86,588.00,294.00,147.00,7.00,2,0.40,5,29.69,1.0
0.86,588.00,294.00,147.00,7.00,3,0.40,5,31.20,1.0
0.86,588.00,294.00,147.00,7.00,4,0.40,5,36.26,1.0
0.86,588.00,294.00,147.00,7.00,5,0.40,5,35.71,1.0
0.82,612.50,318.50,147.00,7.00,2,0.40,5,29.93,1.0
0.82,612.50,318.50,147.00,7.00,3,0.40,5,29.56,1.0
0.82,612.50,318.50,147.00,7.00,4,0.40,5,33.84,1.0
0.82,612.50,318.50,147.00,7.00,5,0.40,5,32.54,1.0
0.79,637.00,343.00,147.00,7.00,2,0.40,5,38.56,1.0
0.79,637.00,343.00,147.00,7.00,3,0.40,5,37.70,1.0
0.79,637.00,343.00,147.00,7.00,4,0.40,5,47.01,1.0
0.79,637.00,343.00,147.00,7.00,5,0.40,5,44.87,1.0
0.76,661.50,416.50,122.50,7.00,2,0.40,5,39.37,1.0
0.76,661.50,416.50,122.50,7.00,3,0.40,5,39.80,1.0
0.76,661.50,416.50,122.50,7.00,4,0.40,5,37.79,1.0
0.76,661.50,416.50,122.50,7.00,5,0.40,5,38.18,1.0
0.74,686.00,245.00,220.50,3.50,2,0.40,5,16.69,1.0
0.74,686.00,245.00,220.50,3.50,3,0.40,5,16.62,1.0
0.74,686.00,245.00,220.50,3.50,4,0.40,5,16.94,1.0
0.74,686.00,245.00,220.50,3.50,5,0.40,5,16.70,1.0
0.71,710.50,269.50,220.50,3.50,2,0.40,5,15.59,1.0
0.71,710.50,269.50,220.50,3.50,3,0.40,5,14.58,1.0
0.71,710.50,269.50,220.50,3.50,4,0.40,5,15.33,1.0
0.71,710.50,269.50,220.50,3.50,5,0.40,5,15.31,1.0
0.69,735.00,294.00,220.50,3.50,2,0.40,5,16.63,1.0
0.69,735.00,294.00,220.50,3.50,3,0.40,5,15.87,1.0
0.69,735.00,294.00,220.50,3.50,4,0.40,5,16.54,1.0
0.69,735.00,294.00,220.50,3.50,5,0.40,5,16.74,1.0
0.66,759.50,318.50,220.50,3.50,2,0.40,5,17.64,1.0
0.66,759.50,318.50,220.50,3.50,3,0.40,5,17.79,1.0
0.66,759.50,318.50,220.50,3.50,4,0.40,5,17.55,1.0
0.66,759.50,318.50,220.50,3.50,5,0.40,5,18.06,1.0
0.64,784.00,343.00,220.50,3.50,2,0.40,5,20.82,1.0
0.64,784.00,343.00,220.50,3.50,3,0.40,5,20.21,1.0
0.64,784.00,343.00,220.50,3.50,4,0.40,5,20.71,1.0
0.64,784.00,343.00,220.50,3.50,5,0.40,5,21.40,1.0
0.62,808.50,367.50,220.50,3.50,2,0.40,5,16.88,1.0
0.62,808.50,367.50,220.50,3.50,3,0.40,5,17.11,1.0
0.62,808.50,367.50,220.50,3.50,4,0.40,5,16.61,1.0
0.62,808.50,367.50,220.50,3.50,5,0.40,5,16.03,1.0
